request_id,timestamp,state,district,latitude,longitude,category,complaint_text,urgency_level,priority_class,upvotes,infrastructure_gap,budget_required,days_since_last_maintenance,population_density,vulnerability_index,status
CG-15440,2026-08-22,Uttar Pradesh,Bahraich,27.57556,81.64329,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Critical,3,56,86.24,32846092,52,908.7,0.84,Active
CG-15441,2026-09-01,Uttar Pradesh,Sitapur,27.57298,80.71499,Roads & Transport,"Concrete culvert bridge collapsed under heavy transport, immediate replacement required.",Medium,1,90,79.63,22565726,57,1348.3,0.79,Active
CG-15442,2026-08-25,Uttar Pradesh,Balrampur,27.37767,82.22251,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Critical,3,94,91.56,4578619,30,1154.8,0.86,Active
CG-15443,2026-08-23,Uttar Pradesh,Shravasti,27.72525,81.894,Public Safety,"Rural highway intersection lacks high-mast streetlights, high rate of night crime.",Medium,1,67,74.85,30792422,43,781.7,0.89,Active
CG-15444,2026-09-02,Uttar Pradesh,Gonda,27.09221,81.91557,Energy & Power,"Agricultural distribution 33kV transformer blown, halting village irrigation for weeks.",High,2,67,74.24,38938201,265,1013.3,0.76,Active
CG-15445,2026-08-30,Uttar Pradesh,Raebareli,26.29853,81.27104,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",High,2,52,66.17,25193305,225,860.5,0.68,Active
CG-15446,2026-08-21,Uttar Pradesh,Hardoi,27.4371,80.10911,Public Safety,"नदी का तटबंध टूटने की कगार पर है, बाढ़ से पूरे गांव में पानी घुसने का खतरा है।",Medium,1,74,50.19,32257460,53,1149.2,0.74,Active
CG-15447,2026-08-13,Uttar Pradesh,Lucknow,26.87115,80.98031,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",Low,0,21,45.52,7134643,41,668.9,0.38,Pending Funding
CG-15448,2026-08-02,Bihar,Darbhanga,26.13365,85.9217,Energy & Power,"Agricultural distribution 33kV transformer blown, halting village irrigation for weeks.",Critical,3,86,79.39,2740897,246,1253.7,0.88,Active
CG-15449,2026-09-01,Bihar,Katihar,25.46276,87.62441,Water & Sanitation,"हमारे इलाके में पीने के पानी की पाइपलाइन टूट गई है, लोग गंदा पानी पीने को मजबूर हैं।",Critical,3,74,80.41,9918445,186,1047.1,0.85,Pending Funding
CG-15450,2026-09-04,Bihar,Madhubani,26.33979,86.01493,Healthcare,हमारे प्राथमिक स्वास्थ्य केंद्र में डॉक्टर नहीं हैं और दवाइयां खत्म हो गई हैं।,Critical,3,86,84.9,21873206,34,1308.7,0.87,Active
CG-15451,2026-08-24,Bihar,Purnia,25.7928,87.48799,Roads & Transport,Dangerous highway crater potholes causing recurring vehicle accidents daily.,High,2,12,63.7,25814896,275,446.4,0.82,Under Review
CG-15452,2026-09-04,Bihar,Araria,26.14617,87.51485,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Critical,3,67,84.89,14839083,213,951.1,0.89,Active
CG-15453,2026-08-01,Bihar,Muzaffarpur,26.04486,85.42393,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Medium,1,93,67.28,11010969,100,1410.1,0.77,Active
CG-15454,2026-08-09,Bihar,Gaya,24.84902,84.99201,Water & Sanitation,"Drinking water pipeline has ruptured, forcing 400 families to drink contaminated groundwater.",Medium,1,46,68.86,14214937,59,899.1,0.78,Active
CG-15455,2026-09-02,West Bengal,Malda,24.97466,88.11445,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,Critical,3,69,73.11,13417354,393,1088.8,0.81,Under Review
CG-15456,2026-08-16,West Bengal,Murshidabad,24.21361,88.25139,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,Medium,1,27,72.4,36243334,63,980.3,0.78,Scheduled
CG-15457,2026-08-20,West Bengal,Purulia,23.33753,86.24963,Water & Sanitation,"পানীয় জলের পাইপলাইন ফেটে গেছে, মানুষ নোংরা জল খেতে বাধ্য হচ্ছে।",High,2,44,71.23,21718915,248,733.0,0.79,Active
CG-15458,2026-08-05,West Bengal,Paschim Medinipur,22.36045,87.28782,Public Safety,Fire response station missing water tanker refill hydrants in industrial zone.,Medium,1,90,61.0,17060664,134,1491.3,0.71,Active
CG-15459,2026-08-17,Maharashtra,Gadchiroli,20.24659,79.98219,Roads & Transport,ভারী বৃষ্টিতে রাস্তা ভেঙে যোগাযোগ সম্পূর্ণ বিচ্ছিন্ন হয়ে পড়েছে।,Critical,3,23,89.09,23821372,249,337.2,0.83,Active
CG-15460,2026-08-15,Maharashtra,Nandurbar,21.32144,74.24683,Public Safety,Fire response station missing water tanker refill hydrants in industrial zone.,High,2,13,71.45,13997591,227,294.8,0.82,Active
CG-15461,2026-08-06,Maharashtra,Yavatmal,20.44717,78.13142,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Medium,1,13,63.37,1694363,148,407.2,0.72,Active
CG-15462,2026-08-03,Maharashtra,Dhule,20.9388,74.74265,Roads & Transport,सड़क टूटी होने से बारिश में अस्पताल और बाजार तक पहुंचना नामुमकिन हो गया है।,Medium,1,33,59.77,17965413,48,535.0,0.65,Under Review
CG-15463,2026-08-22,Odisha,Kalahandi,19.8418,83.13868,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Critical,3,55,81.36,27538860,463,707.6,0.86,Under Review
CG-15464,2026-08-16,Odisha,Rayagada,19.21527,83.38065,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Critical,3,44,86.84,39082566,480,536.7,0.85,Scheduled
CG-15465,2026-08-26,Odisha,Koraput,18.77063,82.74652,Roads & Transport,A ponte de concreto desabou e a estrada rural está completamente intransitável.,Critical,3,96,80.7,34813763,181,1097.9,0.84,Active
CG-15466,2026-09-04,Odisha,Nuapada,20.84691,82.49134,Water & Sanitation,"পানীয় জলের পাইপলাইন ফেটে গেছে, মানুষ নোংরা জল খেতে বাধ্য হচ্ছে।",Critical,3,18,77.66,28513186,114,241.0,0.83,Under Review
CG-15467,2026-08-09,Rajasthan,Barmer,25.76024,71.32169,Energy & Power,"High voltage wires snapped and hanging low across school pathway, extreme safety hazard.",Medium,1,37,78.46,17380726,54,630.3,0.81,Scheduled
CG-15468,2026-08-08,Rajasthan,Jaisalmer,26.94164,70.95559,Energy & Power,বিদ্যুতের ট্রান্সফরমার বিকল হয়ে থাকায় সেচ কাজ বন্ধ হয়ে গেছে।,High,2,63,72.16,35837234,215,696.9,0.77,Scheduled
CG-15469,2026-08-15,Rajasthan,Banswara,23.61984,74.44607,Healthcare,Maternal care ward ceiling is leaking and power backup is non-functional.,Critical,3,52,72.39,41018846,338,699.7,0.83,Active
CG-15470,2026-08-07,Rajasthan,Dungarpur,23.83044,73.69279,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,Critical,3,72,82.14,40818912,327,858.8,0.82,Under Review
CG-15471,2026-08-06,Chhattisgarh,Bastar,19.1247,81.9709,Public Safety,O dique de contenção contra enchentes está sob risco de ruptura iminente.,Critical,3,40,83.42,40337814,99,541.3,0.87,Active
CG-15472,2026-08-26,Chhattisgarh,Dantewada,18.95812,81.37012,Public Safety,নদীর বাঁধ ভেঙে লোকালয়ে জল ঢোকার প্রবল আশঙ্কা দেখা দিয়েছে।,Critical,3,84,91.42,28176684,218,893.3,0.88,Active
CG-15473,2026-08-29,Chhattisgarh,Bijapur,18.81006,80.80004,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",Critical,3,43,84.38,11324178,143,455.5,0.91,Active
CG-15474,2026-08-20,Chhattisgarh,Sukma,18.4003,81.70037,Energy & Power,বিদ্যুতের ট্রান্সফরমার বিকল হয়ে থাকায় সেচ কাজ বন্ধ হয়ে গেছে।,Critical,3,45,87.5,9616020,60,475.0,0.9,Active
CG-15475,2026-08-28,Madhya Pradesh,Chhindwara,22.0383,78.92884,Energy & Power,"Agricultural distribution 33kV transformer blown, halting village irrigation for weeks.",Medium,1,46,52.71,21742174,86,669.0,0.69,Active
CG-15476,2026-08-01,Madhya Pradesh,Mandla,22.56671,80.38096,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,High,2,40,75.99,2678942,208,505.4,0.81,Scheduled
CG-15477,2026-08-18,Karnataka,Raichur,16.25634,77.36743,Energy & Power,বিদ্যুতের ট্রান্সফরমার বিকল হয়ে থাকায় সেচ কাজ বন্ধ হয়ে গেছে।,Medium,1,26,67.68,19868892,32,452.8,0.73,Active
CG-15478,2026-08-12,Karnataka,Yadgir,16.8135,77.1673,Education,"सरकारी प्राथमिक विद्यालय की छत में दरारें हैं, बच्चों की सुरक्षा खतरे में है।",Medium,1,110,77.17,32884416,51,1217.4,0.77,Active
CG-15479,2026-08-13,Telangana,Adilabad,19.69348,78.5008,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,High,2,63,75.04,35226532,208,700.8,0.75,Scheduled
CG-15480,2026-08-23,Uttar Pradesh,Bahraich,27.59556,81.61257,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Critical,3,82,76.65,37001889,95,1168.7,0.84,Under Review
CG-15481,2026-08-15,Uttar Pradesh,Sitapur,27.56698,80.66016,Digital Infrastructure & DPI,"Cellular telecom tower battery bank depleted, zero mobile coverage in 15km perimeter.",High,2,39,67.97,24622415,217,838.3,0.79,Pending Funding
CG-15482,2026-09-03,Uttar Pradesh,Balrampur,27.4477,82.21768,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Critical,3,43,83.06,26071262,45,644.8,0.86,Pending Funding
CG-15483,2026-08-27,Uttar Pradesh,Shravasti,27.62546,81.93065,Public Safety,"नदी का तटबंध टूटने की कगार पर है, बाढ़ से पूरे गांव में पानी घुसने का खतरा है।",Critical,3,70,87.22,22831582,480,811.7,0.89,Active
CG-15484,2026-08-17,Uttar Pradesh,Gonda,27.1093,81.97418,Roads & Transport,सड़क टूटी होने से बारिश में अस्पताल और बाजार तक पहुंचना नामुमकिन हो गया है।,High,2,70,83.67,22668900,109,1043.3,0.76,Under Review
CG-15485,2026-08-29,Uttar Pradesh,Raebareli,26.25951,81.25903,Public Safety,Fire response station missing water tanker refill hydrants in industrial zone.,Critical,3,83,64.87,15206525,480,1170.5,0.68,Active
CG-15486,2026-08-11,Uttar Pradesh,Hardoi,27.40432,80.17268,Digital Infrastructure & DPI,"A torre de telecomunicações está inoperante, deixando a vila sem sinal de internet.",High,2,31,78.48,15460894,138,719.2,0.74,Active
CG-15487,2026-08-24,Uttar Pradesh,Lucknow,26.88715,80.99589,Public Safety,"Rural highway intersection lacks high-mast streetlights, high rate of night crime.",Medium,1,33,43.7,16860267,257,788.9,0.38,Scheduled
CG-15488,2026-09-05,Bihar,Darbhanga,26.23214,85.94024,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Critical,3,23,72.77,20129031,331,623.7,0.88,Scheduled
CG-15489,2026-09-03,Bihar,Katihar,25.54509,87.64921,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Critical,3,56,79.48,10432966,480,867.1,0.85,Active
CG-15490,2026-09-05,Bihar,Madhubani,26.33632,86.11843,Healthcare,Maternal care ward ceiling is leaking and power backup is non-functional.,Critical,3,52,80.9,21333425,176,968.7,0.87,Under Review
CG-15491,2026-08-28,Bihar,Purnia,25.74993,87.45908,Public Safety,নদীর বাঁধ ভেঙে লোকালয়ে জল ঢোকার প্রবল আশঙ্কা দেখা দিয়েছে।,Critical,3,127,76.14,26233478,292,1596.4,0.82,Active
CG-15492,2026-08-03,Bihar,Araria,26.13611,87.55747,Public Safety,নদীর বাঁধ ভেঙে লোকালয়ে জল ঢোকার প্রবল আশঙ্কা দেখা দিয়েছে।,Critical,3,77,81.71,35754347,191,1051.1,0.89,Pending Funding
CG-15493,2026-08-23,Bihar,Muzaffarpur,26.13748,85.43284,Water & Sanitation,"हमारे इलाके में पीने के पानी की पाइपलाइन टूट गई है, लोग गंदा पानी पीने को मजबूर हैं।",Medium,1,57,76.44,8325157,64,1050.1,0.77,Under Review
CG-15494,2026-08-23,Bihar,Gaya,24.85127,84.95903,Roads & Transport,Dangerous highway crater potholes causing recurring vehicle accidents daily.,Critical,3,13,60.7,5186686,466,569.1,0.78,Active
CG-15495,2026-08-07,West Bengal,Malda,24.97489,88.1075,Digital Infrastructure & DPI,"A torre de telecomunicações está inoperante, deixando a vila sem sinal de internet.",Critical,3,76,78.81,946050,480,1158.8,0.81,Under Review
CG-15496,2026-08-27,West Bengal,Murshidabad,24.14543,88.18445,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Medium,1,45,87.13,35091879,30,1160.3,0.78,Pending Funding
CG-15497,2026-08-29,West Bengal,Purulia,23.31683,86.41632,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Medium,1,30,64.76,7639946,123,593.0,0.79,Active
CG-15498,2026-08-16,West Bengal,Paschim Medinipur,22.4046,87.38289,Roads & Transport,ভারী বৃষ্টিতে রাস্তা ভেঙে যোগাযোগ সম্পূর্ণ বিচ্ছিন্ন হয়ে পড়েছে।,Medium,1,59,69.05,36225155,50,1181.3,0.71,Scheduled
CG-15499,2026-08-04,Maharashtra,Gadchiroli,20.1347,80.05007,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Critical,3,79,79.85,4983967,106,897.2,0.83,Active
CG-15500,2026-09-02,Maharashtra,Nandurbar,21.32973,74.27876,Education,A escola pública está com a estrutura danificada e sem saneamento para os alunos.,High,2,57,73.83,33372315,116,734.8,0.82,Active
CG-15501,2026-08-02,Maharashtra,Yavatmal,20.41427,78.14113,Energy & Power,"Agricultural distribution 33kV transformer blown, halting village irrigation for weeks.",Medium,1,61,63.14,40952338,91,887.2,0.72,Under Review
CG-15502,2026-08-29,Maharashtra,Dhule,20.90543,74.81905,Roads & Transport,"Concrete culvert bridge collapsed under heavy transport, immediate replacement required.",Medium,1,19,68.66,28027816,56,395.0,0.65,Pending Funding
CG-15503,2026-08-27,Odisha,Kalahandi,19.91741,83.20916,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Critical,3,84,85.2,26168753,403,997.6,0.86,Active
CG-15504,2026-08-01,Odisha,Rayagada,19.17524,83.44006,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Critical,3,38,84.3,22009063,72,476.7,0.85,Under Review
CG-15505,2026-08-06,Odisha,Koraput,18.76703,82.65466,Roads & Transport,सड़क टूटी होने से बारिश में अस्पताल और बाजार तक पहुंचना नामुमकिन हो गया है।,Critical,3,57,79.59,25151179,85,707.9,0.84,Pending Funding
CG-15506,2026-08-01,Odisha,Nuapada,20.88849,82.62605,Education,Digital education lab equipment delivered but no broadband fiber connectivity available.,Critical,3,64,80.28,18895560,129,701.0,0.83,Active
CG-15507,2026-08-10,Rajasthan,Barmer,25.66405,71.418,Water & Sanitation,"हमारे इलाके में पीने के पानी की पाइपलाइन टूट गई है, लोग गंदा पानी पीने को मजबूर हैं।",High,2,85,79.17,1758826,96,1110.3,0.81,Scheduled
CG-15508,2026-08-18,Rajasthan,Jaisalmer,26.92051,70.86183,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,High,2,24,67.92,20437413,211,306.9,0.77,Under Review
CG-15509,2026-08-24,Rajasthan,Banswara,23.54471,74.40596,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Medium,1,112,74.43,37717907,41,1299.7,0.83,Active
CG-15510,2026-08-26,Rajasthan,Dungarpur,23.87577,73.71946,Public Safety,Fire response station missing water tanker refill hydrants in industrial zone.,High,2,60,70.4,22551363,215,738.8,0.82,Pending Funding
CG-15511,2026-08-12,Chhattisgarh,Bastar,19.148,81.98257,Healthcare,Maternal care ward ceiling is leaking and power backup is non-functional.,Critical,3,35,78.57,41110465,122,491.3,0.87,Under Review
CG-15512,2026-08-19,Chhattisgarh,Dantewada,18.74891,81.34405,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,Critical,3,74,84.73,9932443,145,793.3,0.88,Scheduled
CG-15513,2026-08-20,Chhattisgarh,Bijapur,18.81431,80.82783,Digital Infrastructure & DPI,"A torre de telecomunicações está inoperante, deixando a vila sem sinal de internet.",Critical,3,26,88.21,12393937,344,285.5,0.91,Scheduled
CG-15514,2026-08-14,Chhattisgarh,Sukma,18.36175,81.67906,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Critical,3,15,91.83,10117259,480,175.0,0.9,Under Review
CG-15515,2026-09-01,Madhya Pradesh,Chhindwara,22.10616,78.85714,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Medium,1,74,60.4,26512287,161,949.0,0.69,Active
CG-15516,2026-08-27,Madhya Pradesh,Mandla,22.63617,80.48405,Digital Infrastructure & DPI,অপটিক্যাল ফাইবার সংযোগ বিচ্ছিন্ন হওয়ায় ডিজিটাল পরিষেবা বন্ধ।,High,2,37,75.42,41684289,112,475.4,0.81,Under Review
CG-15517,2026-08-22,Karnataka,Raichur,16.25014,77.38257,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Critical,3,29,70.64,34243637,448,482.8,0.73,Active
CG-15518,2026-08-12,Karnataka,Yadgir,16.76095,77.20221,Public Safety,O dique de contenção contra enchentes está sob risco de ruptura iminente.,High,2,36,84.44,8966225,137,477.4,0.77,Active
CG-15519,2026-08-13,Telangana,Adilabad,19.70379,78.5324,Education,"सरकारी प्राथमिक विद्यालय की छत में दरारें हैं, बच्चों की सुरक्षा खतरे में है।",High,2,27,75.29,6600344,246,340.8,0.75,Scheduled
CG-15520,2026-09-02,Uttar Pradesh,Bahraich,27.54087,81.59123,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Critical,3,46,86.92,30682528,302,808.7,0.84,Active
CG-15521,2026-08-30,Uttar Pradesh,Sitapur,27.59346,80.69464,Roads & Transport,Dangerous highway crater potholes causing recurring vehicle accidents daily.,Medium,1,68,76.17,39828222,88,1128.3,0.79,Active
CG-15522,2026-08-25,Uttar Pradesh,Balrampur,27.42438,82.16671,Roads & Transport,"Concrete culvert bridge collapsed under heavy transport, immediate replacement required.",Critical,3,58,81.88,14690360,43,794.8,0.86,Under Review
CG-15523,2026-08-07,Uttar Pradesh,Shravasti,27.7829,81.95435,Education,"सरकारी प्राथमिक विद्यालय की छत में दरारें हैं, बच्चों की सुरक्षा खतरे में है।",Critical,3,73,92.5,5891569,232,841.7,0.89,Under Review
CG-15524,2026-08-23,Uttar Pradesh,Gonda,27.07772,81.96834,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",High,2,17,70.96,39452413,198,513.3,0.76,Under Review
CG-15525,2026-09-05,Uttar Pradesh,Raebareli,26.24963,81.25532,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",Critical,3,63,65.17,5181843,480,970.5,0.68,Active
CG-15526,2026-08-04,Uttar Pradesh,Hardoi,27.40875,80.14191,Roads & Transport,A ponte de concreto desabou e a estrada rural está completamente intransitável.,High,2,52,58.2,1173137,256,929.2,0.74,Scheduled
CG-15527,2026-08-17,Uttar Pradesh,Lucknow,26.82766,80.94269,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Low,0,42,37.14,33067303,131,878.9,0.38,Under Review
CG-15528,2026-08-30,Bihar,Darbhanga,26.21578,85.91945,Water & Sanitation,"हमारे इलाके में पीने के पानी की पाइपलाइन टूट गई है, लोग गंदा पानी पीने को मजबूर हैं।",Critical,3,59,75.94,2581794,480,983.7,0.88,Active
CG-15529,2026-08-29,Bihar,Katihar,25.51455,87.63648,Roads & Transport,सड़क टूटी होने से बारिश में अस्पताल और बाजार तक पहुंचना नामुमकिन हो गया है।,Medium,1,90,72.41,20123500,106,1207.1,0.85,Pending Funding
CG-15530,2026-09-01,Bihar,Madhubani,26.31915,86.05296,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,Critical,3,76,91.54,10268536,70,1208.7,0.87,Under Review
CG-15531,2026-08-23,Bihar,Purnia,25.7538,87.42937,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,High,2,39,66.29,40079739,305,716.4,0.82,Under Review
CG-15532,2026-08-24,Bihar,Araria,26.15979,87.47057,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Critical,3,53,83.9,24486796,276,811.1,0.89,Active
CG-15533,2026-08-30,Bihar,Muzaffarpur,26.18446,85.39295,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",High,2,108,81.61,37912735,150,1560.1,0.77,Under Review
CG-15534,2026-08-29,Bihar,Gaya,24.77356,85.02755,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Medium,1,43,72.08,20414367,83,869.1,0.78,Scheduled
CG-15535,2026-08-08,West Bengal,Malda,25.0508,88.23829,Healthcare,हमारे प्राथमिक स्वास्थ्य केंद्र में डॉक्टर नहीं हैं और दवाइयां खत्म हो गई हैं।,Medium,1,66,66.25,24796906,37,1058.8,0.81,Active
CG-15536,2026-08-19,West Bengal,Murshidabad,24.13867,88.22359,Public Safety,"नदी का तटबंध टूटने की कगार पर है, बाढ़ से पूरे गांव में पानी घुसने का खतरा है।",High,2,80,80.44,15601446,163,1510.3,0.78,Active
CG-15537,2026-08-24,West Bengal,Purulia,23.37308,86.38622,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Critical,3,18,63.69,12444109,480,473.0,0.79,Active
CG-15538,2026-08-08,West Bengal,Paschim Medinipur,22.45721,87.30501,Roads & Transport,सड़क टूटी होने से बारिश में अस्पताल और बाजार तक पहुंचना नामुमकिन हो गया है।,Medium,1,82,72.81,16631537,88,1411.3,0.71,Active
CG-15539,2026-08-05,Maharashtra,Gadchiroli,20.18608,80.0125,Roads & Transport,"Concrete culvert bridge collapsed under heavy transport, immediate replacement required.",Critical,3,93,86.27,28711863,129,1037.2,0.83,Active
CG-15540,2026-08-31,Maharashtra,Nandurbar,21.34868,74.18595,Education,"सरकारी प्राथमिक विद्यालय की छत में दरारें हैं, बच्चों की सुरक्षा खतरे में है।",Critical,3,18,82.14,16147728,341,344.8,0.82,Active
CG-15541,2026-08-02,Maharashtra,Yavatmal,20.37711,78.08617,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Critical,3,22,71.99,16902477,436,497.2,0.72,Pending Funding
CG-15542,2026-08-19,Maharashtra,Dhule,20.87456,74.76521,Education,A escola pública está com a estrutura danificada e sem saneamento para os alunos.,Low,0,79,51.86,13983757,63,995.0,0.65,Under Review
CG-15543,2026-08-09,Odisha,Kalahandi,19.93825,83.14266,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,Critical,3,24,82.79,16156751,101,397.6,0.86,Active
CG-15544,2026-09-04,Odisha,Rayagada,19.2099,83.5073,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Critical,3,59,85.91,12072621,116,686.7,0.85,Active
CG-15545,2026-08-18,Odisha,Koraput,18.73143,82.73086,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,Medium,1,71,67.47,39878122,129,847.9,0.84,Scheduled
CG-15546,2026-08-02,Odisha,Nuapada,20.77599,82.48129,Healthcare,हमारे प्राथमिक स्वास्थ्य केंद्र में डॉक्टर नहीं हैं और दवाइयां खत्म हो गई हैं।,Critical,3,78,78.59,8631145,480,841.0,0.83,Under Review
CG-15547,2026-08-22,Rajasthan,Barmer,25.7248,71.44058,Education,Primary government school building structurally degraded with hazardous cracked roof.,High,2,27,85.45,11571021,228,530.3,0.81,Active
CG-15548,2026-08-22,Rajasthan,Jaisalmer,26.89446,70.93669,Public Safety,"Rural highway intersection lacks high-mast streetlights, high rate of night crime.",Medium,1,46,77.35,33015923,88,526.9,0.77,Active
CG-15549,2026-09-02,Rajasthan,Banswara,23.55641,74.47071,Public Safety,O dique de contenção contra enchentes está sob risco de ruptura iminente.,Medium,1,75,71.53,13851649,52,929.7,0.83,Scheduled
CG-15550,2026-08-17,Rajasthan,Dungarpur,23.86637,73.6966,Education,সরকারি প্রাথমিক বিদ্যালয়ের ভবন ভেঙে পড়ার আশঙ্কায় ক্লাস বন্ধ।,High,2,44,80.61,8797733,151,578.8,0.82,Pending Funding
CG-15551,2026-08-07,Chhattisgarh,Bastar,19.09963,81.99756,Digital Infrastructure & DPI,"Cellular telecom tower battery bank depleted, zero mobile coverage in 15km perimeter.",Critical,3,48,89.77,12828214,42,621.3,0.87,Under Review
CG-15552,2026-08-12,Chhattisgarh,Dantewada,18.89414,81.37572,Roads & Transport,Dangerous highway crater potholes causing recurring vehicle accidents daily.,Critical,3,68,91.86,12904727,149,733.3,0.88,Active
CG-15553,2026-08-21,Chhattisgarh,Bijapur,18.82194,80.84456,Digital Infrastructure & DPI,"A torre de telecomunicações está inoperante, deixando a vila sem sinal de internet.",Critical,3,96,85.35,34814119,161,985.5,0.91,Scheduled
CG-15554,2026-08-08,Chhattisgarh,Sukma,18.3345,81.6381,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",Critical,3,32,96.23,21942413,42,345.0,0.9,Active
CG-15555,2026-08-04,Madhya Pradesh,Chhindwara,22.05243,78.93898,Energy & Power,"Agricultural distribution 33kV transformer blown, halting village irrigation for weeks.",Medium,1,105,63.95,11629862,41,1259.0,0.69,Pending Funding
CG-15556,2026-08-31,Madhya Pradesh,Mandla,22.49742,80.41514,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,High,2,70,77.39,26058031,236,805.4,0.81,Active
CG-15557,2026-08-03,Karnataka,Raichur,16.177,77.40551,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",High,2,26,81.6,28567098,107,452.8,0.73,Under Review
CG-15558,2026-08-31,Karnataka,Yadgir,16.78314,77.1258,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Medium,1,58,65.44,37170762,31,697.4,0.77,Active
CG-15559,2026-08-16,Telangana,Adilabad,19.69086,78.62806,Roads & Transport,Dangerous highway crater potholes causing recurring vehicle accidents daily.,Medium,1,47,70.97,19331988,38,540.8,0.75,Active
CG-15560,2026-08-23,Uttar Pradesh,Bahraich,27.65355,81.59009,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,High,2,84,72.89,3340754,110,1188.7,0.84,Active
CG-15561,2026-08-26,Uttar Pradesh,Sitapur,27.55125,80.63344,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Critical,3,48,79.4,32495756,480,928.3,0.79,Active
CG-15562,2026-08-22,Uttar Pradesh,Balrampur,27.43405,82.20905,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,Critical,3,56,87.62,34390707,292,774.8,0.86,Active
