Request_ID,State,District,Category,Sub_Category,Citizen_Upvotes,Urgency_Level,GatiShakti_Status,Allocated_Budget_INR,Days_Pending,Infrastructure_Gap_Score
REQ_104587,Bihar,Gaya,Power & Energy,Faulty Transformer,117.0,High,Under Construction,27178009.0,83,3
REQ_104588,West Bengal,Hooghly,Water Supply,,361.0,Medium,No Planned Project,107200.0,275,6
REQ_104589,Maharashtra,Nashik,Sanitation & Waste,Lack of Public Toilets,346.0,Critical,No Planned Project,0.0,263,8
REQ_104590,West Bengal,Howrah,Digital & DPI,No Public Wi-Fi Spot,140.0,High,Under Construction,44034296.0,83,3
REQ_104591,Maharashtra,Nashik,Digital & DPI,Poor Telecom Connectivity,344.0,High,Pipeline,3456202.0,72,5
REQ_104592,West Bengal,Kolkata,Digital & DPI,CSC Center Inaccessible,218.0,High,Under Construction,46979737.0,270,3
REQ_104593,Gujarat,Ahmedabad,Roads & Transport,Unpaved Roads,,Critical,Under Construction,9324469.0,355,4
REQ_104594,Karnataka,Hubli-Dharwad,Power & Energy,Hanging Power Cables,185.0,Low,No Planned Project,0.0,136,5
REQ_104595,Tamil Nadu,Trichy,Sanitation & Waste,Bio-waste Mismanagement,227.0,Low,Pipeline,872191.0,128,3
REQ_104596,Tamil Nadu,Coimbatore,Power & Energy,Frequent Load Shedding,359.0,Medium,Pipeline,741608.0,66,4
REQ_104597,Maharashtra,Nashik,Roads & Transport,Traffic Bottleneck,6300.0,Medium,Pipeline,3575426.0,192,4
REQ_104598,Uttar Pradesh,Prayagraj,Sanitation & Waste,Clogged Drainage,414.0,Medium,Under Construction,31102424.0,280,2
REQ_104599,TELANGANA,Medchal-Malkajgiri,Sanitation & Waste,Bio-waste Mismanagement,1315.0,High,Pipeline,,271,7
REQ_104600,Bihar,Patna,Water Supply,Broken Pipeline,725.0,Low,No Planned Project,0.0,229,7
REQ_104601,Bihar,Muzaffarpur,Power & Energy,Hanging Power Cables,1742.0,High,Under Construction,37462266.0,3,5
REQ_104602,Maharashtra,Thane,Power & Energy,Frequent Load Shedding,403.0,Medium,Under Construction,41061199.0,362,2
REQ_104603,Gujarat,Ahmedabad,Water Supply,Low Water Pressure,,Critical,No Planned Project,0.0,242,8
REQ_104604,West Bengal,Howrah,Digital & DPI,Digital Payment Failures,217.0,High,Under Construction,18313884.0,267,3
REQ_104605,Uttar Pradesh ,Varanasi,Roads & Transport,Potholes,559.0,Low,No Planned Project,0.0,71,7
REQ_104606,Karnataka,Belagavi,Power & Energy,Frequent Load Shedding,403.0,Low,No Planned Project,0.0,295,5
REQ_104607,West Bengal,South 24 Parganas,Water Supply,Low Water Pressure,204.0,High,No Planned Project,0.0,5,7
REQ_104608,West Bengal,Kolkata,Sanitation & Waste,Bio-waste Mismanagement,325.0,Low,Pipeline,,150,3
REQ_104609,Maharashtra,Nashik,Water Supply,Irregular Supply,147.0,High,No Planned Project,0.0,352,7
REQ_104610,Maharashtra,Nagpur,Digital & DPI,Digital Payment Failures,133.0,Low,No Planned Project,0.0,38,5
REQ_104611,Gujarat,Bhavnagar,Roads & Transport,Traffic Bottleneck,322.0,Medium,Under Construction,27196961.0,250,2
REQ_104612,Bihar,Darbhanga,Digital & DPI,CSC Center Inaccessible,54.0,Medium,Under Construction,3434180.0,346,2
REQ_104613,Maharashtra,Thane,Sanitation & Waste,Open Garbage Dumps,246.0,High,No Planned Project,0.0,347,7
REQ_104614,Maharashtra,Thane,Sanitation & Waste,,18.0,Medium,Pipeline,1944699.0,51,4
REQ_104615,Maharashtra,Mumbai Suburban,Sanitation & Waste,Bio-waste Mismanagement,349.0,Low,Pipeline,2359718.0,132,3
REQ_104616,Gujarat,Vadodara,Sanitation & Waste,Clogged Drainage,782.0,High,Pipeline,1427800.0,186,7
REQ_104617,bihar,Gaya,Water Supply,Irregular Supply,170.0,Medium,Completed,45330329.0,321,2
REQ_104618,Karnataka,Hubli-Dharwad,Sanitation & Waste,Open Garbage Dumps,105.0,,Pipeline,661632.0,94,3
REQ_104619,Karnataka,Belagavi,Sanitation & Waste,Bio-waste Mismanagement,75.0,High,Pipeline,564183.0,107,5
REQ_104620,Telangana,Hyderabad,Water Supply,Broken Pipeline,754.0,Critical,No Planned Project,0.0,63,10
REQ_104621,Telangana,Hyderabad,Sanitation & Waste,Lack of Public Toilets,197.0,Medium,No Planned Project,450640.0,359,6
REQ_104622,Maharashtra,Pune,Digital & DPI,Poor Telecom Connectivity,532.0,Medium,Under Construction,10086490.0,346,4
REQ_104623,Telangana,Nizamabad,Digital & DPI,No Public Wi-Fi Spot,339.0,Medium,Completed,37970748.0,31,2
REQ_104624,Bihar,Darbhanga,Power & Energy,Frequent Load Shedding,393.0,Low,No Planned Project,382895.0,208,5
REQ_104625,Gujarat,Ahmedabad,Digital & DPI,CSC Center Inaccessible,390.0,Critical,Under Construction,28943123.0,196,4
REQ_104626,Karnataka,Bengaluru Urban,Roads & Transport,Unpaved Roads,492.0,High,Pipeline,3926911.0,13,5
REQ_104627,West Bengal,North 24 Parganas,Roads & Transport,Missing Streetlights,206.0,,Pipeline,2274843.0,155,3
REQ_104628,Karnataka,Mysuru,Roads & Transport,,452.0,Low,No Planned Project,0.0,313,5
REQ_104629,Karnataka,Mangaluru,Water Supply,Low Water Pressure,250.0,Low,Pipeline,4678729.0,142,3
REQ_104630,Bihar,Patna,Digital & DPI,Poor Telecom Connectivity,,Critical,Completed,5333742.0,52,4
REQ_104631,Telangana,Medchal-Malkajgiri,Roads & Transport,Unpaved Roads,110.0,Medium,No Planned Project,0.0,80,6
REQ_104632,West Bengal,Hooghly,Power & Energy,Faulty Transformer,380.0,Critical,No Planned Project,0.0,222,8
REQ_104633,Bihar,Bhagalpur,Water Supply,Broken Pipeline,108.0,Medium,Under Construction,17302875.0,128,2
REQ_104634,Maharashtra,,Power & Energy,Frequent Load Shedding,216.0,Low,No Planned Project,0.0,167,5
REQ_104635,Gujarat,Surat,Digital & DPI,No Public Wi-Fi Spot,,Medium,No Planned Project,389748.0,347,6
REQ_104636,Tamil Nadu,Chennai,Sanitation & Waste,Bio-waste Mismanagement,572.0,Medium,No Planned Project,0.0,7,8
REQ_104637,Karnataka,Mangaluru,Power & Energy,Frequent Load Shedding,765.0,,Completed,17881649.0,57,4
REQ_104638,Tamil Nadu,Madurai,Sanitation & Waste,Bio-waste Mismanagement,74.0,Low,Pipeline,3137350.0,55,3
REQ_104639,Gujarat,Ahmedabad,Water Supply,Low Water Pressure,670.0,Medium,No Planned Project,0.0,135,8
REQ_104640,Gujarat,Ahmedabad,Power & Energy,Faulty Transformer,726.0,High,No Planned Project,0.0,117,9
REQ_104641,Bihar,Patna,Power & Energy,Faulty Transformer,326.0,Medium,No Planned Project,0.0,303,6
REQ_104642,Bihar,,Water Supply,Low Water Pressure,266.0,,Pipeline,2172869.0,354,6
REQ_104643,Bihar,Gaya,Water Supply,Broken Pipeline,,Medium,No Planned Project,0.0,191,6
REQ_104644,Tamil Nadu,Madurai,Roads & Transport,Potholes,184.0,Low,Pipeline,2980636.0,221,3
REQ_104645,Bihar,Darbhanga,Digital & DPI,Digital Payment Failures,410.0,Medium,Under Construction,15896626.0,103,2
REQ_104646,Gujarat,Ahmedabad,Power & Energy,Faulty Transformer,365.0,,Under Construction,,96,3
REQ_104647,Maharashtra,Nashik,Power & Energy,Hanging Power Cables,1036.0,Medium,Pipeline,2528682.0,33,6
REQ_104648,Bihar,Gaya,Water Supply,Contaminated Water,459.0,Medium,Under Construction,46707255.0,149,2
REQ_104649,Uttar Pradesh,Varanasi,Water Supply,Low Water Pressure,142.0,Low,Under Construction,,124,1
REQ_104650,Telangana,Warangal,Digital & DPI,No Public Wi-Fi Spot,478.0,Medium,No Planned Project,0.0,157,6
REQ_104651,Tamil Nadu,Trichy,Water Supply,Broken Pipeline,408.0,Low,Pipeline,3653075.0,16,3
REQ_104652,Uttar Pradesh,Agra,Sanitation & Waste,Bio-waste Mismanagement,511.0,Medium,Under Construction,25046163.0,101,4
REQ_104653,Bihar,Bhagalpur,Sanitation & Waste,Bio-waste Mismanagement,612.0,Low,Under Construction,,71,3
REQ_104654,Gujarat,Rajkot,Sanitation & Waste,Lack of Public Toilets,299.0,High,Pipeline,2332236.0,32,5
REQ_104655,MAHARASHTRA,Nagpur,Sanitation & Waste,Open Garbage Dumps,685.0,High,No Planned Project,,171,9
REQ_104656,Karnataka,Bengaluru Urban,Digital & DPI,No Public Wi-Fi Spot,,Medium,No Planned Project,0.0,138,6
REQ_104657,West Bengal,Howrah,Power & Energy,No Electricity Access,175.0,Low,Pipeline,,271,3
REQ_104658,Telangana,Hyderabad,Sanitation & Waste,Open Garbage Dumps,715.0,Medium,Pipeline,4436402.0,141,6
REQ_104659,WEST BENGAL,,Water Supply,Broken Pipeline,165.0,High,No Planned Project,0.0,117,7
REQ_104660,Bihar,Patna,Sanitation & Waste,Open Garbage Dumps,,High,No Planned Project,0.0,314,7
REQ_104661,Telangana,Nizamabad,Digital & DPI,CSC Center Inaccessible,123.0,Medium,No Planned Project,304218.0,86,6
REQ_104662,Telangana,Hyderabad,Water Supply,Contaminated Water,74.0,Medium,No Planned Project,0.0,359,6
REQ_104663,Maharashtra,Nashik,Sanitation & Waste,Open Garbage Dumps,,Critical,Completed,5550861.0,23,6
REQ_104664,Telangana,Hyderabad,Power & Energy,Faulty Transformer,396.0,Medium,No Planned Project,0.0,53,6
REQ_104665,Tamil Nadu,Chennai,Water Supply,Irregular Supply,727.0,Medium,No Planned Project,0.0,290,8
REQ_104666,Uttar Pradesh,Varanasi,Water Supply,Low Water Pressure,,Medium,Pipeline,1230568.0,45,4
REQ_104667,Uttar Pradesh,Prayagraj,Power & Energy,No Electricity Access,550.0,Medium,Under Construction,35748273.0,181,4
REQ_104668,Uttar Pradesh,Lucknow,Water Supply,Irregular Supply,122.0,High,Under Construction,20826629.0,358,3
REQ_104669,Tamil Nadu,Madurai,Sanitation & Waste,Bio-waste Mismanagement,448.0,Medium,Completed,17893168.0,204,2
REQ_104670,West Bengal,South 24 Parganas,Water Supply,Contaminated Water,,Medium,No Planned Project,0.0,335,6
REQ_104671,Maharashtra,Nashik,Sanitation & Waste,Lack of Public Toilets,533.0,,Under Construction,,76,4
REQ_104672,Telangana,Hyderabad,Power & Energy,No Electricity Access,341.0,High,Completed,17203975.0,99,3
REQ_104673,Tamil Nadu,Madurai,Roads & Transport,Missing Streetlights,453.0,Critical,Pipeline,2331956.0,236,6
REQ_104674,Uttar Pradesh,Agra,Power & Energy,Faulty Transformer,439.0,Medium,Completed,22077770.0,266,2
REQ_104675,Bihar,Bhagalpur,Sanitation & Waste,Bio-waste Mismanagement,51.0,Critical,No Planned Project,0.0,289,8
REQ_104676,Karnataka,Mangaluru,Digital & DPI,Digital Payment Failures,477.0,High,No Planned Project,0.0,57,7
REQ_104677,Telangana,Hyderabad,Power & Energy,Faulty Transformer,185.0,High,Under Construction,19204876.0,170,3
REQ_104678,Tamil Nadu,Trichy,Digital & DPI,CSC Center Inaccessible,203.0,Medium,Completed,15738351.0,52,2
REQ_104679,Gujarat,Surat,Digital & DPI,No Public Wi-Fi Spot,334.0,Medium,No Planned Project,0.0,127,6
REQ_104680,Tamil Nadu,Salem,Sanitation & Waste,Lack of Public Toilets,475.0,High,Under Construction,32670931.0,63,3
REQ_104681,Maharashtra,Pune,Sanitation & Waste,Clogged Drainage,632.0,Critical,Completed,37067084.0,108,6
REQ_104682,Maharashtra,Pune,Roads & Transport,Traffic Bottleneck,761.0,High,No Planned Project,0.0,143,9
REQ_104683,Tamil Nadu,Trichy,Water Supply,Broken Pipeline,326.0,High,No Planned Project,0.0,136,7
REQ_104684,Uttar Pradesh,Prayagraj,Power & Energy,Faulty Transformer,533.0,,Under Construction,9773867.0,166,4
REQ_104685,Karnataka,Hubli-Dharwad,Sanitation & Waste,Open Garbage Dumps,,Critical,Pipeline,2218205.0,240,8
REQ_104686,Telangana,Medchal-Malkajgiri,Power & Energy,No Electricity Access,1424.0,High,No Planned Project,0.0,28,9
REQ_104687,Maharashtra,,Digital & DPI,Poor Telecom Connectivity,237.0,High,Completed,2151973.0,328,3
REQ_104688,Telangana,Rangareddy,Water Supply,Broken Pipeline,100.0,Medium,No Planned Project,0.0,344,6
REQ_104689,Uttar Pradesh,Lucknow,Roads & Transport,Potholes,,Critical,No Planned Project,439853.0,258,8
REQ_104690,Telangana,Nizamabad,Power & Energy,Frequent Load Shedding,981.0,Medium,Under Construction,9513655.0,131,4
REQ_104691,Bihar,Darbhanga,Water Supply,,48.0,High,Pipeline,2713032.0,281,5
REQ_104692,Maharashtra,Pune,Roads & Transport,Potholes,412.0,Medium,Pipeline,1175204.0,209,4
REQ_104693,Uttar Pradesh,Lucknow,Power & Energy,Hanging Power Cables,,Medium,Pipeline,,255,4
REQ_104694,Uttar Pradesh,Lucknow,Water Supply,Contaminated Water,776.0,Low,Under Construction,47690640.0,19,3
REQ_104695,Karnataka,Bengaluru Urban,Sanitation & Waste,Clogged Drainage,443.0,Medium,No Planned Project,0.0,93,6
REQ_104696,Karnataka,Belagavi,Power & Energy,Faulty Transformer,238.0,High,No Planned Project,0.0,190,7
REQ_104697,Bihar,Darbhanga,Water Supply,Contaminated Water,,Critical,Under Construction,46009622.0,180,4
REQ_104698,Uttar Pradesh,Agra,Roads & Transport,Unpaved Roads,559.0,Critical,Under Construction,34152836.0,253,6
REQ_104699,West Bengal,,Water Supply,Low Water Pressure,501.0,Medium,No Planned Project,0.0,229,8
REQ_104700,Uttar Pradesh,Prayagraj,Sanitation & Waste,Open Garbage Dumps,135.0,Low,Pipeline,1472228.0,228,3
REQ_104701,Karnataka,Bengaluru Urban,Power & Energy,Frequent Load Shedding,168.0,High,No Planned Project,0.0,30,7
REQ_104702,West Bengal,South 24 Parganas,Power & Energy,Frequent Load Shedding,674.0,,Under Construction,,139,3
REQ_104703,Maharashtra,Pune,Power & Energy,Frequent Load Shedding,74.0,Critical,No Planned Project,0.0,265,8
REQ_104704,Maharashtra,Nagpur,Sanitation & Waste,Lack of Public Toilets,202.0,High,No Planned Project,0.0,117,7
REQ_104705,Telangana,Medchal-Malkajgiri,Roads & Transport,Potholes,,High,Under Construction,3126837.0,101,3
REQ_104706,Tamil Nadu,Trichy,Power & Energy,Hanging Power Cables,581.0,High,Completed,5837243.0,98,5
REQ_104707,Karnataka,Belagavi,Roads & Transport,Traffic Bottleneck,198.0,Critical,No Planned Project,,148,8
REQ_104708,Tamil Nadu,Coimbatore,Water Supply,Broken Pipeline,266.0,Medium,Under Construction,,260,2
REQ_104709,West Bengal,North 24 Parganas,Roads & Transport,Potholes,652.0,Critical,No Planned Project,0.0,69,10
REQ_104710,Karnataka,Mysuru,Roads & Transport,Potholes,237.0,Critical,Under Construction,27809472.0,181,4
REQ_104711,Bihar,Gaya,Power & Energy,Frequent Load Shedding,1076.0,Low,Pipeline,810023.0,205,5
REQ_104712,Uttar Pradesh,Prayagraj,Digital & DPI,CSC Center Inaccessible,600.0,Critical,Under Construction,22687200.0,3240,6
REQ_104713,Bihar,Muzaffarpur,Digital & DPI,CSC Center Inaccessible,310.0,Medium,No Planned Project,0.0,138,6
REQ_104714,West Bengal,North 24 Parganas,Sanitation & Waste,Open Garbage Dumps,796.0,High,Pipeline,1312390.0,237,7
REQ_104715,Karnataka,Bengaluru Urban,Sanitation & Waste,Clogged Drainage,260.0,Low,Completed,32870932.0,108,1
REQ_104716,Gujarat,Surat,Digital & DPI,Poor Telecom Connectivity,470.0,Medium,Under Construction,36500600.0,322,2
REQ_104717,West Bengal,,Water Supply,Contaminated Water,132.0,High,No Planned Project,0.0,255,7
REQ_104718,Gujarat,Ahmedabad,Power & Energy,Frequent Load Shedding,,Critical,No Planned Project,0.0,138,8
REQ_104719,Uttar Pradesh,Prayagraj,Power & Energy,No Electricity Access,243.0,Medium,Under Construction,23524781.0,47,2
REQ_104720,Maharashtra,Thane,Water Supply,Low Water Pressure,238.0,Medium,No Planned Project,0.0,66,6
REQ_104721,Maharashtra,Nashik,Water Supply,Low Water Pressure,772.0,High,No Planned Project,0.0,208,9
REQ_104722,West Bengal,Kolkata,Digital & DPI,Poor Telecom Connectivity,275.0,Critical,Under Construction,45081426.0,221,4
REQ_104723,Tamil Nadu,Madurai,Sanitation & Waste,Open Garbage Dumps,821.0,Medium,Pipeline,3885746.0,136,6
REQ_104724,Karnataka,Bengaluru Urban,Water Supply,Irregular Supply,244.0,Critical,Under Construction,4364419.0,12,4
REQ_104725,Karnataka,Hubli-Dharwad,Sanitation & Waste,Lack of Public Toilets,295.0,Critical,No Planned Project,0.0,130,8
REQ_104726,Maharashtra,Mumbai Suburban,Roads & Transport,Unpaved Roads,148.0,Critical,No Planned Project,0.0,327,8
REQ_104727,Telangana,Medchal-Malkajgiri,Power & Energy,No Electricity Access,122.0,High,Pipeline,3284556.0,352,5
REQ_104728,Bihar,Darbhanga,Digital & DPI,CSC Center Inaccessible,274.0,Low,Under Construction,30819422.0,340,1
REQ_104729,Telangana,Warangal,Power & Energy,No Electricity Access,1073.0,,Under Construction,39100094.0,250,5
REQ_104730,Uttar Pradesh,Varanasi,Digital & DPI,CSC Center Inaccessible,671.0,High,No Planned Project,0.0,151,9
REQ_104731,bihar,Muzaffarpur,Roads & Transport,Traffic Bottleneck,296.0,Critical,Completed,29476810.0,79,4
REQ_104732,Bihar,Gaya,Power & Energy,Faulty Transformer,128.0,High,Under Construction,8615585.0,33,3
REQ_104733,West Bengal,North 24 Parganas,Roads & Transport,Potholes,559.0,High,No Planned Project,0.0,222,9
REQ_104734,Maharashtra,Mumbai Suburban,Digital & DPI,Digital Payment Failures,371.0,Medium,Under Construction,39005719.0,144,2
REQ_104735,Telangana,Rangareddy,Water Supply,Low Water Pressure,1034.0,Medium,Under Construction,7563271.0,108,4
REQ_104736,Telangana,Nizamabad,Power & Energy,Frequent Load Shedding,1068.0,High,No Planned Project,0.0,183,9
REQ_104737,Maharashtra,Mumbai Suburban,Roads & Transport,Potholes,90.0,Medium,No Planned Project,0.0,175,6
REQ_104738,Telangana,Medchal-Malkajgiri,Power & Energy,Hanging Power Cables,171.0,Medium,No Planned Project,0.0,114,6
REQ_104739,Gujarat,Vadodara,Power & Energy,Hanging Power Cables,83.0,Low,Completed,42730832.0,142,1
REQ_104740,Maharashtra,Thane,Power & Energy,Faulty Transformer,279.0,Critical,Under Construction,9105496.0,163,4
REQ_104741,West Bengal,,Sanitation & Waste,Clogged Drainage,548.0,Low,No Planned Project,0.0,120,7
REQ_104742,Tamil Nadu,Madurai,Roads & Transport,,183.0,Medium,Under Construction,33557267.0,14,2
REQ_104743,Bihar,Darbhanga,Roads & Transport,Potholes,273.0,High,Completed,3099038.0,257,3
REQ_104744,West Bengal,South 24 Parganas,Power & Energy,Frequent Load Shedding,717.0,Critical,Completed,10396017.0,51,6
REQ_104745,Karnataka,Belagavi,Water Supply,Low Water Pressure,1011.0,Critical,Pipeline,4768213.0,76,8
REQ_104746,Uttar Pradesh,Kanpur Nagar,Power & Energy,Hanging Power Cables,210.0,High,Under Construction,39478074.0,48,3
REQ_104747,Tamil Nadu,Salem,Sanitation & Waste,Lack of Public Toilets,672.0,High,No Planned Project,0.0,186,9
REQ_104748,Karnataka,Belagavi,Digital & DPI,CSC Center Inaccessible,,Medium,No Planned Project,0.0,169,6
REQ_104749,Bihar,Muzaffarpur,Sanitation & Waste,Clogged Drainage,290.0,Low,Pipeline,2479344.0,245,3
REQ_104750,Telangana,Rangareddy,Water Supply,Irregular Supply,195.0,Medium,No Planned Project,0.0,201,6
REQ_104751,Maharashtra,Thane,Power & Energy,Faulty Transformer,323.0,High,Pipeline,,185,5
REQ_104752,Bihar,Gaya,Roads & Transport,Traffic Bottleneck,365.0,High,No Planned Project,320355.0,154,7
REQ_104753,West Bengal,Kolkata,Power & Energy,Faulty Transformer,117.0,High,Under Construction,33533939.0,143,3
REQ_104754,Uttar Pradesh,Varanasi,Water Supply,Low Water Pressure,128.0,High,Completed,41846182.0,255,3
REQ_104755,West Bengal,North 24 Parganas,Roads & Transport,Traffic Bottleneck,528.0,Low,Under Construction,33868642.0,236,3
REQ_104756,Tamil Nadu,Coimbatore,Sanitation & Waste,Lack of Public Toilets,226.0,Medium,Pipeline,1272387.0,120,4
REQ_104757,Tamil Nadu,Trichy,Digital & DPI,No Public Wi-Fi Spot,144.0,High,Pipeline,1043794.0,80,5
REQ_104758,Uttar Pradesh,Varanasi,Digital & DPI,CSC Center Inaccessible,174.0,Critical,Pipeline,1822715.0,145,6
REQ_104759,Gujarat,Vadodara,Power & Energy,Frequent Load Shedding,593.0,High,Under Construction,41560185.0,104,5
REQ_104760,Karnataka,Mysuru,Sanitation & Waste,Lack of Public Toilets,410.0,Medium,No Planned Project,0.0,109,6
REQ_104761,KARNATAKA,Hubli-Dharwad,Water Supply,Broken Pipeline,434.0,Critical,Under Construction,3357005.0,266,4
REQ_104762,Tamil Nadu,Trichy,Digital & DPI,CSC Center Inaccessible,441.0,,No Planned Project,0.0,111,6
REQ_104763,Tamil Nadu,Trichy,Sanitation & Waste,Open Garbage Dumps,410.0,Medium,Under Construction,36870574.0,10,2
REQ_104764,Telangana,Warangal,Power & Energy,Frequent Load Shedding,328.0,Medium,Pipeline,3176676.0,35,4
REQ_104765,Maharashtra,Nagpur,Roads & Transport,Potholes,243.0,Medium,Pipeline,2507429.0,361,4
REQ_104766,Telangana,Rangareddy,Power & Energy,No Electricity Access,699.0,Low,No Planned Project,339499.0,138,7
REQ_104767,Telangana ,Warangal,Power & Energy,,89.0,Medium,Pipeline,4543965.0,199,4
REQ_104768,Gujarat,Bhavnagar,Sanitation & Waste,Open Garbage Dumps,103.0,Medium,No Planned Project,0.0,354,6
REQ_104769,Karnataka,Bengaluru Urban,Digital & DPI,Digital Payment Failures,186.0,Low,Under Construction,47413996.0,325,1
REQ_104770,Gujarat,Surat,Sanitation & Waste,Open Garbage Dumps,1295.0,,No Planned Project,445937.0,48,8
REQ_104771,Gujarat,Bhavnagar,Roads & Transport,Traffic Bottleneck,60.0,Medium,No Planned Project,0.0,276,6
REQ_104772,UTTAR PRADESH,Lucknow,Sanitation & Waste,Open Garbage Dumps,530.0,High,No Planned Project,0.0,324,9
REQ_104773,Karnataka,Hubli-Dharwad,Water Supply,Contaminated Water,597.0,Medium,Pipeline,3618968.0,46,6
REQ_104774,Maharashtra,Pune,Power & Energy,Faulty Transformer,540.0,High,Pipeline,2064446.0,98,7
REQ_104775,West Bengal,Hooghly,Digital & DPI,No Public Wi-Fi Spot,214.0,Low,No Planned Project,0.0,36,5
REQ_104776,Tamil Nadu,Coimbatore,Roads & Transport,Potholes,613.0,Medium,Under Construction,9661681.0,239,4
REQ_104777,Tamil Nadu,Madurai,Power & Energy,Faulty Transformer,147.0,High,No Planned Project,0.0,1,7
REQ_104778,Maharashtra,Mumbai Suburban,Sanitation & Waste,Lack of Public Toilets,722.0,High,Pipeline,2728091.0,50,7
REQ_104779,Gujarat,Ahmedabad,Water Supply,Irregular Supply,489.0,High,No Planned Project,0.0,316,7
REQ_104780,Telangana,Hyderabad,Sanitation & Waste,Lack of Public Toilets,365.0,Medium,No Planned Project,415208.0,360,6
REQ_104781,Uttar Pradesh,Prayagraj,Power & Energy,No Electricity Access,437.0,High,No Planned Project,0.0,29,7
REQ_104782,Gujarat,Ahmedabad,Roads & Transport,Missing Streetlights,158.0,Critical,No Planned Project,0.0,20,8
REQ_104783,Tamil Nadu,Salem,Digital & DPI,Digital Payment Failures,,Medium,Completed,11273251.0,29,4
REQ_104784,Bihar,Darbhanga,Power & Energy,Faulty Transformer,288.0,Critical,Under Construction,15377241.0,16,4
REQ_104785,Telangana,Warangal,Roads & Transport,Traffic Bottleneck,167.0,,Under Construction,16468032.0,336,2
REQ_104786,Tamil Nadu,Salem,Power & Energy,Faulty Transformer,505.0,High,No Planned Project,,237,9
REQ_104787,Bihar,Gaya,Water Supply,Low Water Pressure,901.0,High,Pipeline,3049874.0,344,7
REQ_104788,Gujarat,Ahmedabad,Sanitation & Waste,Clogged Drainage,710.0,High,Pipeline,3963692.0,219,7
REQ_104789,Maharashtra,Nashik,Digital & DPI,CSC Center Inaccessible,82.0,Low,No Planned Project,0.0,73,5
REQ_104790,Maharashtra,Nagpur,Roads & Transport,Potholes,286.0,Medium,No Planned Project,0.0,148,6
REQ_104791,Telangana,Nizamabad,Digital & DPI,No Public Wi-Fi Spot,37.0,Low,Under Construction,18034828.0,174,1
REQ_104792,Tamil Nadu,Salem,Digital & DPI,Digital Payment Failures,309.0,Critical,No Planned Project,0.0,24,8
REQ_104793,Karnataka,Mangaluru,Digital & DPI,Digital Payment Failures,474.0,Medium,Pipeline,3926232.0,2090,4
REQ_104794,Bihar,Gaya,Roads & Transport,Traffic Bottleneck,168.0,Medium,Completed,43637540.0,50,2
REQ_104795,Uttar Pradesh,Varanasi,Roads & Transport,Missing Streetlights,654.0,High,Pipeline,3440250.0,287,7
REQ_104796,Tamil Nadu,Trichy,Digital & DPI,Digital Payment Failures,505.0,Medium,Pipeline,1929123.0,13,6
REQ_104797,Uttar Pradesh,Kanpur Nagar,Sanitation & Waste,Bio-waste Mismanagement,798.0,High,Under Construction,36137319.0,349,5
REQ_104798,Tamil Nadu,Salem,Power & Energy,No Electricity Access,245.0,Medium,Under Construction,45659448.0,171,2
REQ_104799,Karnataka,Hubli-Dharwad,Digital & DPI,Digital Payment Failures,478.0,Low,No Planned Project,0.0,134,5
REQ_104800,Karnataka,Mysuru,Water Supply,Low Water Pressure,342.0,Medium,No Planned Project,0.0,79,6
REQ_104801,Telangana,Warangal,Digital & DPI,,49.0,Medium,No Planned Project,0.0,270,6
REQ_104802,telangana,Nizamabad,Roads & Transport,Traffic Bottleneck,760.0,,Pipeline,856569.0,265,6
REQ_104803,Karnataka,Belagavi,Power & Energy,No Electricity Access,44.0,Medium,No Planned Project,,302,6
REQ_104804,west bengal,,Water Supply,Contaminated Water,605.0,Low,Pipeline,,202,5
REQ_104805,Karnataka,Mangaluru,Power & Energy,Hanging Power Cables,1034.0,Low,Under Construction,33018095.0,339,3
REQ_104806,Maharashtra,Nagpur,Power & Energy,Faulty Transformer,715.0,High,Completed,3136321.0,323,5
REQ_104807,Maharashtra,Nashik,Water Supply,Irregular Supply,72.0,Low,Pipeline,,32,3
REQ_104808,West Bengal,Kolkata,Digital & DPI,CSC Center Inaccessible,810.0,Low,Under Construction,38288719.0,1,3
REQ_104809,Gujarat,Surat,Digital & DPI,Digital Payment Failures,258.0,High,No Planned Project,0.0,144,7
REQ_104810,Bihar,Darbhanga,Digital & DPI,No Public Wi-Fi Spot,757.0,Low,No Planned Project,,358,7
REQ_104811,Gujarat,Surat,Sanitation & Waste,Open Garbage Dumps,561.0,Low,Under Construction,8965384.0,109,3
REQ_104812,Uttar Pradesh,Prayagraj,Digital & DPI,Digital Payment Failures,399.0,High,Under Construction,26549771.0,116,3
REQ_104813,Gujarat,Surat,Water Supply,Low Water Pressure,221.0,Medium,No Planned Project,0.0,356,6
REQ_104814,tamil nadu,Trichy,Sanitation & Waste,Clogged Drainage,90.0,Critical,Pipeline,1850881.0,339,6
REQ_104815,Gujarat,Surat,Digital & DPI,CSC Center Inaccessible,816.0,Critical,Completed,47997593.0,79,6
REQ_104816,Tamil Nadu,Coimbatore,Sanitation & Waste,Clogged Drainage,496.0,High,Completed,37251453.0,248,3
REQ_104817,West Bengal,Hooghly,Water Supply,Contaminated Water,298.0,Low,Pipeline,3760533.0,5,3
REQ_104818,Maharashtra,Nashik,Digital & DPI,Poor Telecom Connectivity,51.0,High,No Planned Project,0.0,325,7
REQ_104819,Telangana,Medchal-Malkajgiri,Roads & Transport,Traffic Bottleneck,436.0,Low,No Planned Project,0.0,11,5
